"Objective_function","Early_InitAge_20","Early_InitAge_19","Early_InitAge_18","Early_InitAge_17","Early_InitAge_16","Early_InitAge_15","Early_InitAge_14","Early_InitAge_13","Early_InitAge_12","Early_InitAge_11","Early_InitAge_10","Early_InitAge_9","Early_InitAge_8","Early_InitAge_7","Early_InitAge_6","Early_InitAge_5","Early_InitAge_4","Early_InitAge_3","Early_InitAge_2","Early_InitAge_1","Early_RecrDev_1966","Early_RecrDev_1967","Early_RecrDev_1968","Early_RecrDev_1969","Main_RecrDev_1970","Main_RecrDev_1971","Main_RecrDev_1972","Main_RecrDev_1973","Main_RecrDev_1974","Main_RecrDev_1975","Main_RecrDev_1976","Main_RecrDev_1977","Main_RecrDev_1978","Main_RecrDev_1979","Main_RecrDev_1980","Main_RecrDev_1981","Main_RecrDev_1982","Main_RecrDev_1983","Main_RecrDev_1984","Main_RecrDev_1985","Main_RecrDev_1986","Main_RecrDev_1987","Main_RecrDev_1988","Main_RecrDev_1989","Main_RecrDev_1990","Main_RecrDev_1991","Main_RecrDev_1992","Main_RecrDev_1993","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Late_RecrDev_2011","Late_RecrDev_2012","Late_RecrDev_2013","Late_RecrDev_2014","ForeRecr_2015","ForeRecr_2016","ForeRecr_2017","SPB_Virgin","SPB_Initial","SPB_1966","SPB_1967","SPB_1968","SPB_1969","SPB_1970","SPB_1971","SPB_1972","SPB_1973","SPB_1974","SPB_1975","SPB_1976","SPB_1977","SPB_1978","SPB_1979","SPB_1980","SPB_1981","SPB_1982","SPB_1983","SPB_1984","SPB_1985","SPB_1986","SPB_1987","SPB_1988","SPB_1989","SPB_1990","SPB_1991","SPB_1992","SPB_1993","SPB_1994","SPB_1995","SPB_1996","SPB_1997","SPB_1998","SPB_1999","SPB_2000","SPB_2001","SPB_2002","SPB_2003","SPB_2004","SPB_2005","SPB_2006","SPB_2007","SPB_2008","SPB_2009","SPB_2010","SPB_2011","SPB_2012","SPB_2013","SPB_2014","SPB_2015","SPB_2016","SPB_2017","Recr_Virgin","Recr_Initial","Recr_1966","Recr_1967","Recr_1968","Recr_1969","Recr_1970","Recr_1971","Recr_1972","Recr_1973","Recr_1974","Recr_1975","Recr_1976","Recr_1977","Recr_1978","Recr_1979","Recr_1980","Recr_1981","Recr_1982","Recr_1983","Recr_1984","Recr_1985","Recr_1986","Recr_1987","Recr_1988","Recr_1989","Recr_1990","Recr_1991","Recr_1992","Recr_1993","Recr_1994","Recr_1995","Recr_1996","Recr_1997","Recr_1998","Recr_1999","Recr_2000","Recr_2001","Recr_2002","Recr_2003","Recr_2004","Recr_2005","Recr_2006","Recr_2007","Recr_2008","Recr_2009","Recr_2010","Recr_2011","Recr_2012","Recr_2013","Recr_2014","Recr_2015","Recr_2016","Recr_2017","Recr_Unfished","ForeCatch_2015","ForeCatch_2016","ForeCatch_2017"
289.492,1.06009,1.46272,0.415674,-2.55432,-1.37502,-1.05133,0.147238,0.10696,-1.24414,0.044822,-0.571633,-0.833846,-0.914945,-0.398057,0.750175,1.13673,-1.68722,-1.60283,0.0689649,0.968143,0.212756,1.59322,0.274709,0.170938,2.38839,-0.388467,-1.74023,1.70164,-0.700401,-0.0764717,-1.31207,1.57194,-0.987621,0.460874,2.70398,-1.25106,-1.125,-0.372878,2.20102,-2.16876,-1.76364,1.98488,0.00660511,-2.3634,1.479,-1.33065,-1.56227,1.10428,0.892263,0.418151,0.367085,-0.163593,0.711629,2.42481,-0.824218,-0.203348,-1.77093,0.424334,-2.49436,0.842755,0.4999,-4.1937,1.94749,0.149708,2.51233,-0.807237,-0.0556903,0.514779,0.037316,3.3561,-0.480241,2.7433,4442100,4442100,1857260,1777660,1671740,1875900,2022610,2001240,2548420,3080150,3197180,3286310,3292200,3142570,2909010,2884670,2834170,2761180,3446690,4125070,4326040,4141830,4330690,4350170,4050490,3985660,3839210,3549360,3288320,2973000,2613450,2173870,2042960,1866840,1671430,1424110,1223700,1770410,2313990,2569530,2471100,2116460,1659820,1298200,1137440,916342,1162600,1394810,2053410,2649720,2786370,2661390,2060440,3274230,2507080,2507080,1125310,4463660,1189690,1079840,9958000,619377,162138,5103350,462616,864153,251189,4485670,345957,1472170,13862300,265307,303311,646840,8494960,107375,161193,6844730,944913,88291.7,4113400,247158,195581,2804620,2257460,1393490,1319960,772601,1841540,10103600,387491,740196,156565,1412840,76171.9,2127790,1489490,13397.4,6155080,998007,10849000,398242,865100,1548550,962576,26544500,565931,14492700,2507080,646948,497665,388147
305.275,-2.91784,1.21978,-0.693611,-0.809519,-0.958971,-1.53569,0.212736,-0.0929073,-0.314232,0.905587,1.62383,-0.668767,1.60852,0.952429,-0.500103,-1.04036,0.351674,-1.34576,0.35919,1.46809,1.34948,0.0698606,1.14386,-0.952058,2.20603,-1.49844,-0.948511,1.77112,-0.70937,0.634492,-2.78457,1.54747,-0.603528,-0.807023,3.06155,-0.360904,0.515746,-0.879711,2.59332,-0.743799,-3.21038,1.4149,0.915131,-1.67401,1.36194,-0.795438,-1.44752,1.17751,0.561717,0.511666,0.739714,-0.139215,0.296127,2.42793,-0.675575,-0.136092,-3.6539,0.269508,-3.62102,0.932621,0.444954,-2.8298,1.59676,0.24957,2.28904,-1.1672,0.162338,-1.0493,-0.278068,0.0042742,1.4351,-0.637248,4518180,4518180,2650560,2629640,2805320,2959480,3023350,2850370,3288640,3626040,3526500,3572420,3551320,3419590,3153660,3141010,3078520,2878800,4236890,5536840,6038320,5817940,6376170,6641140,6254330,5787150,5294050,4708650,4229280,3725210,3188880,2664540,2459900,2227650,2029340,1789940,1535440,2192850,2776530,2976170,2757390,2286680,1728550,1362420,1215260,996089,1157420,1282740,1821620,2263550,2288520,2025170,1316870,940544,3769160,3769160,5165800,1435370,4235540,524111,12360300,302140,532153,8155380,680768,2613270,85516.6,6483150,748000,610004,29138400,943515,2356920,595598,19303800,684474,58414.4,5973790,3611780,269915,5587080,640581,330858,4516140,2401520,2236500,2779950,1138130,1733820,14308700,623904,1139010,34891.8,1779200,36027.2,3336970,1957330,70559.3,5747410,1418560,11347600,367005,1489420,459166,994506,1294520,4982610,574874,3769160,655358,378968,240472
310.691,1.90401,-1.15674,-0.153066,-0.779405,0.578753,1.49427,-1.74981,-2.03492,-0.644915,-1.50609,1.49947,1.26092,0.132051,0.169042,-0.362324,-1.61222,-0.803664,1.57846,-0.799661,1.37268,-1.57752,1.12007,-2.5748,-0.0888785,2.48317,-0.889358,-0.556314,1.41243,-2.00908,0.141145,-0.310016,1.69786,-1.12596,-0.748777,2.80398,-0.991378,-2.46535,-0.688639,2.57305,-4.34605,-1.16356,1.82852,0.641807,-2.49075,1.31396,-1.66026,-1.41437,1.06351,1.09062,0.317811,0.522536,0.296394,0.700881,2.39262,-0.630269,0.093021,-1.08758,0.310939,-1.92425,0.922526,0.724126,-3.58229,1.72611,0.410151,2.6171,-0.463097,-1.15559,0.54317,-0.869658,-1.27133,-1.15455,1.04329,4377500,4377500,2790860,2805210,2663690,2645470,2466560,2162760,2645110,3162110,3271150,3276900,3160070,2927170,2686880,2746040,2765050,2654200,3437010,4215860,4427510,4190280,4648170,4927480,4742520,4637030,4444200,4084600,3714580,3284870,2822560,2306870,2171450,1993830,1803610,1589480,1403970,1943360,2454850,2678040,2555560,2178220,1697490,1349810,1212380,1011800,1184990,1336720,2028370,2673720,2780140,2607270,1983810,1379010,2834900,2834900,212283,3152630,77961.3,935855,12166600,411336,586406,4267840,139787,1200500,762316,5640030,332249,485484,16959000,379663,88920.6,533133,13953800,13749.1,333548,6668590,2031050,88451.4,3962550,201362,255823,3020120,3062880,1385630,1688800,1333150,1971650,10509900,501302,1084280,342135,1397540,148808,2520280,2000880,26008.1,5152090,1331440,12503200,587508,312766,1762590,430706,286455,312225,2664320,2834900,601126,515228,359988
318.963,-0.705825,-2.23381,0.760098,0.341353,-2.70663,-0.824583,0.786638,-0.993385,0.137259,0.911068,-3.11802,1.37185,-0.453441,-1.3319,-0.0591847,-3.77848,-0.0527724,-0.921823,-0.680056,0.228754,0.163792,1.68107,0.191712,-0.960312,1.97704,-0.126324,-0.740825,1.32692,-0.962911,0.613422,-1.38264,1.51657,-1.50782,-1.1689,2.71025,-1.77887,-1.29983,-1.83872,2.41418,-1.11798,-3.09523,1.49513,0.358629,-1.19922,1.51417,-0.858865,-0.72198,1.0516,0.815229,0.480836,0.403581,-0.128165,0.452627,2.39262,-0.917748,0.00880579,-3.2603,0.467698,-2.54406,0.903606,0.89484,-3.07573,2.06005,0.781539,3.08679,-0.112053,1.00671,0.15575,0.783285,-1.46169,-0.425432,0.699427,4504910,4504910,1557680,1368990,1185520,1402490,1599760,1582070,1910800,2242070,2293870,2314260,2281360,2210710,2106870,2200760,2235800,2154880,2862740,3582120,3821450,3640050,4004250,4227940,4057530,3881760,3605260,3255470,3006160,2740360,2445380,2057500,1955590,1802280,1634940,1411510,1194790,1728210,2259310,2520230,2418260,2067230,1615160,1291860,1192190,1037230,1386660,1758860,3146490,4457960,5064750,5079830,3976660,2869940,2671590,2671590,1125980,5084190,1132490,363012,6915550,843358,461770,3683300,373484,1807400,245396,4449240,215632,303319,14687500,164633,269310,158390,11158800,325810,45239.2,4464270,1431110,300987,4528550,420598,480884,2822840,2217400,1573310,1452180,849104,1508120,10382500,373688,971156,37514.4,1568610,77036.4,2401790,2344900,43480.4,7339500,2016200,20757000,861571,2713580,1171340,2200810,233148,652992,1988660,2671590,1131260,978022,722716
307.274,-1.14477,0.240023,-2.44635,0.299627,0.961078,0.787135,0.741226,1.11151,-1.8085,1.68481,-0.2465,0.0417852,-0.407935,-0.985383,-1.61901,-2.09357,0.565922,-0.514483,1.19773,-0.129768,-0.059845,-1.51303,1.90362,-0.355694,1.98825,-0.296306,-0.910621,1.4788,-2.82309,-0.00184151,-1.45439,1.42008,-1.75678,0.309057,3.05305,-1.11642,-0.0623978,-0.257765,2.58008,-3.64715,-2.41969,1.51888,0.994774,-1.08834,1.3252,-1.31126,-0.563786,1.12389,1.12286,0.405114,0.463495,-0.10988,0.870095,2.57869,-1.10562,0.160064,-2.0243,0.443293,-4.38244,1.10777,0.622963,-3.59003,1.84052,0.673183,2.84199,-0.446208,0.752867,0.6099,-4.11892,-1.32585,-0.26304,1.73596,4251590,4251590,1853550,1833450,1686780,1538480,1661750,1746620,2155500,2470960,2459240,2452620,2380730,2205960,1996430,1993590,1954200,1898600,3020080,4113140,4554700,4454360,4995090,5274590,5029900,4742650,4427770,4032520,3660590,3236640,2801550,2322620,2218150,2063370,1872510,1606310,1395820,2044040,2639660,2894500,2749500,2345160,1829270,1477080,1330510,1110750,1296730,1475820,2353310,3153790,3428940,3360930,2535570,1727680,2936860,2936860,920391,214736,6428940,657584,6973940,717732,404484,4514390,61091.6,1025770,238849,4177170,171120,1350100,20912600,321505,995401,848955,14643900,28860.2,99508.9,5132510,3026910,375049,4164040,295442,617367,3289320,3222840,1527270,1606430,893758,2337360,12491900,303424,1168690,137295,1640970,13066.1,3088690,1817000,25651.6,5704680,1688500,15425400,594799,2167170,1960850,17509,285250,794125,5464610,2936860,787164,652353,453867
320.918,0.566173,-0.325818,-1.95618,1.32275,-1.42193,-0.118663,-0.54167,2.64169,-1.20623,0.830812,0.115687,-0.244382,-0.0787566,-0.415935,-0.139431,0.197663,-1.827,-0.375235,-0.299035,0.1979,0.777536,-2.09624,1.46626,-2.31751,2.13537,-0.916244,-0.254441,0.915739,-0.874332,-0.320684,-3.36671,1.38082,-2.36237,0.459386,2.81354,-0.28627,-1.42615,-1.56021,2.85,-1.4106,-2.30391,1.83386,0.542213,-0.0519207,1.66388,-1.24536,-2.27787,1.2751,1.577,-0.50132,1.21133,0.623824,0.668745,2.62829,-1.58991,0.332291,-3.10543,0.483869,-2.17074,1.19635,0.656166,-2.92416,1.69623,-0.293417,2.29804,0.0498339,1.1414,-0.892383,0.374446,-0.256758,-1.4035,0.204366,3470470,3470470,1848440,1597340,1376610,1253440,1211090,1109010,1345200,1589500,1625790,1555060,1453040,1303540,1161450,1159580,1141300,1140370,1713530,2336790,2605900,2538920,3077540,3492500,3513490,3481970,3309950,3060930,2837440,2576590,2265530,1852360,1800890,1661750,1541180,1402410,1243910,1706270,2154640,2382710,2294750,1942960,1491980,1153670,991599,781809,855757,876588,1089010,1347540,1438320,1352540,1200490,1028460,1725140,1725140,1362290,76101.8,2648250,59668.2,5105880,239125,472854,1546350,258630,448283,21191.1,2418790,56597.5,951030,9996290,450368,149557,133499,11050200,155749,64339.9,4052830,1114050,614785,3412000,185397,65793.6,2286340,3070270,379259,2098230,1158970,1204850,8479380,123424,867654,28334.5,1032020,72422.7,2078070,1186510,32247.5,3216980,425684,5758530,610087,1867880,249887,892327,472003,148169,726909,1725140,267398,230147,190383
312.571,0.608895,-0.157542,1.00076,-2.97525,0.561584,1.2173,0.0895403,2.44425,-1.5626,0.445844,0.0177881,-2.469,0.595181,-0.588609,-1.35322,-0.644833,1.75649,-1.34256,-0.104191,-0.935276,-0.130766,0.136033,0.864501,0.664498,1.80921,0.632162,-2.10444,0.987617,-0.980126,0.166488,-0.928888,1.69859,-2.58778,-0.531177,2.57909,-1.42852,-1.19978,-1.6411,2.42396,-1.22189,-1.31226,1.68074,0.639816,-3.21369,1.43806,-0.616577,-1.67838,1.05773,0.938408,0.572427,0.459461,0.110582,1.0261,2.61813,-1.52296,0.408982,-2.40414,0.390967,-2.42141,1.03801,0.501255,-2.90754,2.02657,0.66205,2.83426,-0.0796615,-1.12572,1.62624,-0.474949,-1.67581,1.94726,-1.18175,4647370,4647370,3037310,2767580,2398770,2156110,1970530,1824280,2026500,2292700,2318600,2240590,2133400,1977720,1832880,1929690,1991670,1963940,2465570,2984450,3155290,3009820,3374330,3626340,3542540,3501210,3383270,3148600,2926260,2676210,2384180,1971750,1854720,1699030,1524210,1308150,1150080,1720220,2266850,2561600,2507210,2173000,1722210,1381090,1209890,982817,1170440,1365780,2085200,2797020,2983830,3047540,2616800,2047290,2389640,2389640,742956,955123,1927290,1543900,4754780,1438990,95544.8,2160230,302625,945891,313067,4260380,57563.7,455635,10293000,186496,245897,163604,9618160,249147,231687,4668930,1643340,34789.3,3626740,459685,157106,2386550,2072640,1380590,1215590,839156,2036520,9569040,146007,1134510,72522.3,1215440,72708.9,2246740,1244540,38746.9,5166580,1227730,11461400,653018,255861,4246640,525088,158560,5785310,240942,2389640,646792,605802,476700
311.511,-3.17851,1.70014,2.38899,2.05585,2.33364,-1.70992,0.388329,-0.979126,-0.273001,-0.992729,0.537887,-0.185668,-0.0875134,-1.27516,0.619938,0.20375,0.420264,0.454338,-1.31111,-1.30783,0.386161,1.49748,0.0283834,-0.290158,2.20839,-1.44824,-0.154842,1.53898,-2.27766,0.297513,-3.02331,1.71563,-0.600115,-2.57037,2.91421,-1.8651,-1.22591,-0.318643,2.68573,-2.10341,-1.62565,1.6493,0.894534,-1.70722,1.57458,-0.0218702,-1.11608,1.17395,1.11937,0.233133,0.788678,-0.258152,0.898385,2.50345,-0.601504,-0.264888,-1.62821,0.290631,-3.27088,1.06013,0.926496,-3.48358,2.02536,0.167736,2.89944,-1.48796,0.631285,0.560436,2.99392,2.57228,-2.51645,0.528293,4010260,4010260,2126000,1826230,1518910,1597120,1654800,1555340,1982430,2360980,2412360,2475740,2441160,2298280,2094360,2184260,2252550,2167120,3112070,4009940,4274010,4060270,4644790,5010180,4829330,4620160,4339720,3932410,3611520,3293690,2915740,2462850,2360540,2181180,1982410,1726740,1521270,2175060,2768640,2985680,2795580,2340060,1791750,1421110,1315740,1140370,1460710,1718740,2791250,3711230,3985450,3849530,4107690,5175280,2960900,2960900,1571920,4712530,1064190,778132,9501080,243705,909702,5019490,110612,1455460,52522.5,5977140,585541,81917.3,19786000,165729,321936,808032,16346700,135693,220040,5835010,2739400,202760,5384460,1086240,362193,3559560,3346790,1364200,2370280,827011,2608010,12817000,566942,821274,213775,1463310,41383.4,3107460,2657600,31512.3,7707200,1179730,18706000,236668,2048670,1939220,22178600,14525200,89826,1904150,2960900,992166,974156,1227150
297.643,-0.3509,-2.4638,-1.13607,-0.568002,-0.233009,0.797891,1.31006,1.67149,-0.280109,-1.24856,0.517901,-2.04456,0.356457,-0.674193,-0.753181,-2.09013,-2.27009,-0.728896,0.583813,-1.54677,1.06848,1.3433,0.142984,0.377283,2.30422,-2.03134,-0.127202,1.31913,-0.888323,0.714471,-2.52814,1.68528,-1.84024,-0.096727,2.86888,-0.938728,-0.400003,-1.46711,2.3377,-0.436319,-1.49268,1.56498,0.632087,-1.68852,1.29701,-1.89081,-0.806485,0.937832,1.09501,-0.292603,0.584611,0.178273,0.532932,2.44356,-1.91223,0.124054,-2.11264,0.353056,-3.10913,0.996333,0.492651,-2.9027,1.89245,0.0122376,2.59516,-1.16755,0.663817,-0.483702,-0.133898,1.71121,-0.275536,-0.00440219,4795450,4795450,1602730,1423420,1325180,1534110,1675290,1674490,2228170,2728660,2869370,2915370,2864510,2769240,2619180,2720790,2764000,2704360,3621710,4550210,4910880,4751140,5045270,5180760,4930800,4708210,4414450,4032360,3676300,3268830,2843160,2346470,2219810,2017470,1817420,1591320,1387450,1976010,2527310,2791290,2684790,2313900,1832390,1489900,1337280,1131070,1361060,1561410,2293620,2964170,3193550,3065420,2350910,2041840,2785860,2785860,2776510,3595030,1070870,1382820,9608620,125813,872156,3772620,416585,2071690,80813.7,5447280,159611,915461,17788700,394227,690061,240470,10841600,675560,235575,5018490,1969870,193039,3809160,156399,460004,2611930,3025100,742887,1776520,1171700,1650940,10971900,138104,1107370,121177,1438400,44967,2692320,1587290,51823.8,6167840,915264,12487800,295730,1929080,625915,892907,5634360,755808,977331,2785860,701628,565532,415356
313.987,-1.39737,-1.30674,-1.19917,-0.03008,0.62751,-0.759298,-0.307923,1.43942,-1.03773,-0.46343,-2.58656,1.44764,0.966291,-0.465697,-0.199404,1.13401,-0.732583,0.436096,-1.98998,0.371291,1.74323,0.51786,1.39506,-0.291617,2.28557,0.890597,0.606714,1.59459,-1.67057,0.261272,-0.768452,1.79373,-0.921267,-0.707192,2.86094,-1.76711,-1.511,-0.688793,2.55244,-2.24972,-1.36465,1.66476,0.845314,-2.78143,1.32055,-1.09097,-1.93732,1.34638,1.11648,0.455055,0.697039,-0.117578,0.411993,2.47467,-1.55288,0.0241824,-4.16709,0.22913,-2.7977,1.02328,0.657739,-3.95948,1.83483,0.217668,2.88829,-2.28377,0.915272,-1.03045,1.49969,1.50881,-2.88128,-2.62604,4269590,4269590,2335130,2095290,2140170,2356650,2579020,2593200,3120850,3680760,3906800,4050030,3981820,3727020,3394840,3397270,3364310,3184190,4025620,4827120,5000140,4686030,5074160,5276040,5004460,4766160,4481850,4069440,3677930,3236040,2763720,2311880,2259460,2162290,2022770,1796600,1548840,2151630,2707020,2928360,2751300,2301840,1760200,1394570,1259570,1063560,1300550,1502900,2578370,3535420,3895610,3750980,2812200,2450470,3014360,3014360,6266390,1825850,4396580,819531,10848300,2689570,2046270,5539100,212088,1466050,523171,6763360,445856,552308,19570200,190755,249088,570669,14606600,119683,290796,6022600,2649510,70368,4245070,379280,162008,4295370,3384120,1726920,2196190,969427,1638000,12760800,224253,1116670,17151,1397980,67518.8,3047320,2070220,19989.9,6489260,1260090,18678600,107647,2755780,400504,5049990,5087990,62183.4,79591,3014360,1092340,757032,646262
303.015,0.257103,0.792814,-0.0894595,1.6858,-1.66559,1.35524,1.08134,1.16268,-0.49733,1.04663,-2.24453,0.446768,-4.45691,-1.90337,-2.11947,0.655519,0.808584,-0.270596,-1.05013,-0.0816185,0.666187,1.43806,-0.316218,0.529584,2.09145,-1.24703,-0.0701605,1.15186,-1.48964,0.333102,-1.35826,1.45639,-3.08568,-1.36941,2.85203,-2.00775,-1.53294,-0.435716,2.43775,-1.27485,-0.74471,1.5494,0.647942,-1.90637,1.47782,-0.687926,-1.15853,1.18445,1.09972,0.0825697,0.513796,0.0209319,0.378822,2.39793,-0.752981,0.0757246,-2.7186,0.342262,-2.61561,1.03316,0.641564,-2.7383,1.85092,0.644404,2.93049,-0.635458,1.41085,0.214418,0.610446,2.84756,0.570145,1.3409,4364120,4364120,2073050,1844750,1632480,1751270,1806190,1756510,2148300,2498830,2559520,2535240,2431570,2272930,2101360,2130980,2113640,2000940,2805060,3639440,3948960,3826880,4217270,4434210,4271110,4107860,3857960,3511680,3225440,2917930,2574710,2169890,2105660,1957310,1762670,1530480,1298460,1804250,2302860,2546190,2440500,2075230,1607030,1280360,1162140,979062,1206620,1445800,2506810,3513510,4053420,4146580,3329130,3617840,2565240,2565240,1823160,3919790,673166,1575330,7524630,266611,874631,2989600,213242,1319180,242639,4036420,42826.5,238447,16238900,125526,204968,619585,10991600,268111,456786,4535120,1839400,142859,4206140,480938,299571,3108050,2841380,1019460,1566720,953371,1355400,10115400,427786,1002400,62100,1331560,69019.2,2631610,1752400,58683.8,5728020,1685960,16915500,485113,3873910,1185710,1769250,16581400,1689340,3660970,2565240,935944,726514,571683
281.694,-1.03318,-1.40084,0.0265299,-0.545335,-3.0792,0.0877762,-0.676932,-0.212228,1.13715,-0.861103,0.191571,-0.124663,-1.65892,-0.358956,-1.77496,-0.67922,-0.992456,-3.916,1.00041,-1.49629,0.790056,1.59519,0.87927,-0.394515,1.80069,-0.127394,-1.07873,1.29199,-0.721913,0.16611,-2.25779,1.60073,-1.86643,0.220372,2.59493,-0.619641,-2.44593,-0.884907,2.48774,-1.76388,-1.52432,1.44957,0.286811,-0.925611,1.54483,-0.56688,-2.54514,1.31643,0.8827,0.425435,0.463633,0.124873,0.69125,2.57527,-0.600079,-0.191414,-2.07313,0.471884,-3.17529,1.0247,0.585745,-3.96526,1.92544,0.500434,2.90216,-0.152622,1.54128,-0.167184,2.11818,-0.473527,-0.72687,2.64349,4281920,4281920,1103360,1033870,952232,1153830,1361360,1395680,1639690,1868910,1873510,1849820,1815060,1728550,1618810,1703020,1756650,1771460,2322090,2897290,3104480,2988650,3374340,3632920,3550310,3423450,3174830,2872400,2644120,2417590,2154510,1801390,1732380,1604250,1441820,1230400,1038640,1577100,2134690,2424100,2363640,2035520,1596540,1262770,1104970,899990,1083080,1271450,2086800,2916630,3409330,3517440,3390240,3065570,2130430,2130430,1568590,3474410,1675660,482918,4433630,646728,254346,2758150,368204,893794,79026.5,3727670,115543,936069,10090400,405689,66865.8,323415,9468530,134540,172142,3381370,1055860,313500,3692650,444267,61116.8,2887240,1854570,1155490,1195910,845553,1472080,9495000,387080,615153,96431,1241040,32287.1,2127390,1339900,13755.6,4883060,1136220,12929600,623274,3573670,663195,6577220,493389,382229,11056100,2130430,642476,702597,666585
293.558,-1.04927,-2.62046,0.29182,0.987354,1.28223,1.04347,1.44416,-1.40411,-1.30872,0.187905,-0.404644,-0.0464609,-0.869475,2.02978,-1.28402,-1.29694,-0.87608,1.41039,-1.37472,1.08854,-0.707972,0.9126,0.367008,-0.941871,1.95487,-2.50263,-0.657143,1.58416,-1.61247,-0.146898,-2.16297,1.61067,-2.21826,-0.462065,2.68003,-0.0725693,-1.297,-1.67361,2.46975,-1.34599,-0.97933,1.64502,0.522748,-0.890954,1.61967,-1.24172,-0.933501,1.14212,0.68834,0.346127,0.713698,0.041271,0.798344,2.42501,-1.06901,0.238851,-2.75324,0.380242,-4.25346,0.935569,0.760605,-1.7901,1.92032,0.61714,2.96835,-0.385719,0.763479,0.477598,2.12276,1.12342,0.444706,-1.47139,4212800,4212800,2631880,2553010,2355640,2287890,2173360,1944590,2104110,2274590,2221280,2232080,2233380,2126940,1966490,2023430,2048010,1995040,2603630,3272930,3534460,3407820,3773560,3995700,3869250,3759800,3551810,3261640,3050990,2802800,2508870,2108490,1969440,1758850,1568840,1359420,1187970,1711400,2218130,2479540,2400630,2056060,1598350,1250620,1104720,925849,1163030,1406430,2437060,3443120,3876740,3877730,3449170,3178570,2279050,2279050,416761,2105230,1216910,328399,5938460,68551.1,435301,4105420,167776,726592,96768,4205890,91138.5,528303,12237000,779482,231173,159591,10074100,221666,320549,4427220,1440320,350141,4305960,245778,333955,2655490,1681420,1187240,1710260,869009,1843130,9306880,280499,1057580,53614,1235130,11991.7,2138590,1776440,136813,5548010,1487980,15876400,560943,1810990,1373330,7134340,2626310,1328940,195221,2279050,881164,772772,736846
295.301,-0.23894,-1.22375,2.03893,-3.1422,-2.76603,-1.53528,0.0805501,-1.23945,-1.07829,1.26037,-1.55288,1.00282,-2.16061,-0.279947,0.117747,-3.18525,1.33086,0.0811326,-0.152162,0.371381,0.136283,0.462837,0.460829,0.58913,1.87787,-0.264458,-1.15464,1.12244,-1.8265,0.148566,-3.01298,1.7308,-1.27656,0.452498,2.78449,-2.12206,-1.41048,-1.58748,2.52922,-0.915227,-2.27373,1.85965,0.254218,-1.48758,1.33985,-0.20801,-1.78058,1.15457,0.970562,0.42628,0.668791,-0.0910962,0.87252,2.5156,-0.702409,-0.110035,-3.76179,0.232002,-1.64942,1.00711,0.857217,-3.05567,1.99671,0.948078,2.94165,-0.538041,-0.148753,0.31438,-0.0364434,0.469793,0.922946,0.697068,4622070,4622070,2200800,2100810,1913850,1837320,1728410,1605720,1873260,2137810,2132450,2070930,1967360,1813340,1647940,1770990,1872210,1927550,2774870,3571860,3832620,3650740,4136110,4473570,4357550,4337800,4189580,3867350,3540800,3205240,2819170,2374600,2263770,2105280,1925210,1679030,1492650,2097170,2661710,2900920,2752100,2329040,1815790,1455440,1323420,1143080,1387060,1656510,2686190,3623000,3897230,3744560,2710950,1913760,2880750,2880750,1106150,1518530,1484680,1672020,5977660,688675,293698,2947730,154366,1105630,46310.7,5220480,251985,1445720,15086300,112358,245957,214161,13263600,420708,109873,6917670,1384950,242524,4082430,859809,176341,3272270,2667420,1500780,1894790,873071,2243950,11229300,435831,855990,23258.4,1280540,193412,2672600,2180010,41140,6259130,2094260,16327200,528063,863767,1437300,1021730,1686370,2526510,1880290,2880750,974474,760267,532622
